SBU,Year,Country,Sold-to Code (Number version),# Products,Net Sales (EUR),Base Quantity (Volume-tons)
APF,2018,Brazil,1033271,36,1462804.58,85.70249
APF,2018,Brazil,1033388,30,319202.83,25.27936
APF,2018,Brazil,1033394,51,1898138.07,193.89208
APF,2018,Brazil,1033454,35,3840812.38,251.1875
APF,2018,Brazil,1033485,16,-285.44,0
APF,2018,Brazil,1033524,39,1506410.85,91.75128
APF,2018,Brazil,1033565,59,4532282.85,305.77144
APF,2018,Brazil,1033762,11,64020.4,7.2546
APF,2018,Brazil,1033814,40,1448197.08,77.02696
APF,2018,Brazil,1033983,21,2573.81,0
APF,2018,Brazil,1034024,27,69987.15,5.76136
APF,2018,Brazil,1034111,35,10766.09,5.511
APF,2018,Brazil,1034143,32,801017.05,50.107654
APF,2018,Brazil,1034156,7,-14496.52,0
APF,2018,Brazil,1034182,53,947480.8,74.02558
APF,2018,Brazil,1034199,19,-6358.99,0
APF,2018,Brazil,1034304,30,247881.33,18.04856
APF,2018,Brazil,1034319,48,1881120.35,150.34164
APF,2018,Brazil,1034666,33,1029337.45,71.18036
APF,2018,Brazil,1034724,4,-41.94,0
APF,2018,Brazil,1034894,20,-16816.36,-0.2565
APF,2018,Brazil,1034945,21,37014.05,6.9502
APF,2018,Brazil,1034955,23,-56.94,0
APF,2018,Brazil,1034972,14,51806.05,22.84
APF,2018,Brazil,1035494,38,1290283.7,93.9144
APF,2018,Brazil,1035524,17,747.95,0
APF,2018,Brazil,1035549,29,922358.67,69.6958
APF,2018,Brazil,1035641,26,139254.51,14.75519
APF,2018,Brazil,1035681,32,217523.89,9.7598
APF,2018,Brazil,1035702,2,-136892.81,-8.24
APF,2018,Brazil,1035794,7,7217.44,1.655
APF,2018,Brazil,1035873,35,1163876.04,90.875
APF,2018,Brazil,1035956,37,1051284.58,74.21264
APF,2018,Brazil,1036142,25,564011.55,38.60212
APF,2018,Brazil,1036370,44,580058.81,136.74106
APF,2018,Brazil,1036630,4,0,0
APF,2018,Brazil,1036854,36,170823.68,20.31064
APF,2018,Brazil,1036897,2,4805.35,0.336
APF,2018,Brazil,1036905,3,23573.07,0.882
APF,2018,Brazil,1037267,62,5143409.53,351.25576
APF,2018,Brazil,1037370,37,671499.79,39.70072
APF,2018,Brazil,1037439,12,223086.91,10.8684
APF,2018,Brazil,1037532,45,1541631.98,116.78602
APF,2018,Brazil,1037552,56,3677983.26,239.88957
APF,2018,Brazil,1037574,45,828778.48,67.44314
APF,2018,Brazil,1037693,14,91393.17,3.59346
APF,2018,Brazil,1037823,4,297300.29,7.6824
APF,2018,Brazil,1037971,37,2217347.27,124.09632
APF,2018,Brazil,1038544,28,192257.65,17.0585
APF,2018,Brazil,1039583,58,3502620.51,326.77452
APF,2018,Brazil,1039636,14,831.45,0
APF,2018,Brazil,1039669,18,152087.37,6.199
APF,2018,Brazil,1039675,38,283358.88,35.35768
APF,2018,Brazil,1040687,14,47033.94,1.7048
APF,2018,Brazil,1041264,5,209.01,0
APF,2018,Brazil,1041276,41,-60760.83,0
APF,2018,Brazil,1041487,4,36006.4,1.533
APF,2018,Brazil,1041698,12,99109.55,5.0784
APF,2018,Brazil,1041766,35,357773.87,26.9672
APF,2018,Brazil,1042035,38,907435.37,56.51706
APF,2018,Brazil,1042082,5,13112.14,1.483
APF,2018,Brazil,1042150,12,0,0
APF,2018,Brazil,1042191,25,1288428.46,94.6628
APF,2018,Brazil,1042520,35,224127.5,24.70142
APF,2018,Brazil,1043091,8,321574.35,41.1066
APF,2018,Brazil,1043384,45,2744510.84,178.71272
APF,2018,Brazil,1044154,9,1200026.26,133.0348
APF,2018,Brazil,1044505,17,75516.56,16.8257
APF,2018,Brazil,1044623,51,560058.66,40.71258
APF,2018,Brazil,1045094,51,2099648.68,136.22808
APF,2018,Brazil,1045348,8,46233.7,1.665
APF,2018,Brazil,1045364,36,699385.27,62.15918
APF,2018,Brazil,1045587,36,3765100.57,327.28712
APF,2018,Brazil,1045590,54,2690938.8,241.63888
APF,2018,Brazil,1045593,34,2353695,175.8278
APF,2018,Brazil,1045597,39,1702142.51,122.83983
APF,2018,Brazil,1045600,38,2806152.11,224.58795
APF,2018,Brazil,1045626,34,241742.61,15.08844
APF,2018,Brazil,1045698,55,758954.48,71.9956
APF,2018,Brazil,1045724,45,437555.43,29.4614
APF,2018,Brazil,1045737,30,751051.77,44.3916
APF,2018,Brazil,1045746,7,39653.16,2.0064
APF,2018,Brazil,1045761,33,1189367.67,129.90774
APF,2018,Brazil,1045778,26,404505.83,31.5236
APF,2018,Brazil,1045848,28,1565923.49,177.52188
APF,2018,Brazil,1045929,27,-140987.66,-20.0245
APF,2018,Brazil,1045941,42,1760151.47,112.5499
APF,2018,Brazil,1045951,43,5179779.62,331.7662
APF,2018,Brazil,1045960,36,1435703.1,180.14956
APF,2018,Brazil,1046038,29,103191.84,8.80284
APF,2018,Brazil,1046171,25,220888.36,16.92064
APF,2018,Brazil,1046185,29,-8754.45,-4.51772
APF,2018,Brazil,1046190,33,41330.96,7.27828
APF,2018,Brazil,1046219,51,883747.35,81.6757
APF,2018,Brazil,1046276,57,111919.53,50.43317
APF,2018,Brazil,1046316,39,1310800.87,117.98612
APF,2018,Brazil,1046399,8,46708.09,2.8992
APF,2018,Brazil,1046456,31,257827.7,20.15252
APF,2018,Brazil,1046525,14,22015.57,2.2436
APF,2018,Brazil,1046639,27,796992.23,54.74656
APF,2018,Brazil,1046709,29,42467.58,7.4196
APF,2018,Brazil,1046746,47,255270.24,21.5618
APF,2018,Brazil,1046755,14,42311,2.7234
APF,2018,Brazil,1046791,29,789239.53,38.54868
APF,2018,Brazil,1046804,62,577722.42,115.407742
APF,2018,Brazil,1046822,4,551,0
APF,2018,Brazil,1046875,13,48171.62,3.5649
APF,2018,Brazil,1046924,31,1094140.8,68.02302
APF,2018,Brazil,1046931,23,188361.93,2.5672
APF,2018,Brazil,1047024,18,-657.99,0.0109
APF,2018,Brazil,1047031,34,626934.75,29.43578
APF,2018,Brazil,1047067,50,5974262.8,490.10582
APF,2018,Brazil,1047084,12,117981.32,11.668
APF,2018,Brazil,1047085,52,694980.13,109.6255
APF,2018,Brazil,1047104,52,1032075.47,104.5203
APF,2018,Brazil,1047108,23,4040007,303.81532
APF,2018,Brazil,1047119,27,277690.85,4.59828
APF,2018,Brazil,1047235,38,2412032.16,176.03152
APF,2018,Brazil,1047410,29,329832.93,20.82174
APF,2018,Brazil,1047425,13,155614.18,5.5564
APF,2018,Brazil,1047458,29,415512.41,35.0205
APF,2018,Brazil,1047487,37,1025370.6,68.388098
APF,2018,Brazil,1047538,22,265370.76,20.2752
APF,2018,Brazil,1047560,4,-236712.14,0
APF,2018,Brazil,1047574,22,2480108.16,111.79926
APF,2018,Brazil,1047632,28,1214829.23,63.76638
APF,2018,Brazil,1047870,32,80004.83,11.42658
APF,2018,Brazil,1047880,12,115036.68,7.91
APF,2018,Brazil,1048072,30,352028.85,21.1476
APF,2018,Brazil,1048088,15,334569.27,17.09968
APF,2018,Brazil,1048120,65,8213724.46,529.82254
APF,2018,Brazil,1048142,41,368143.09,14.09462
APF,2018,Brazil,1048163,13,-24.93,0
APF,2018,Brazil,1048187,38,424649.64,24.61996
APF,2018,Brazil,1048279,27,-131573.76,-1.8211
APF,2018,Brazil,1048292,35,1063212.47,65.61498
APF,2018,Brazil,1048309,18,144458.8,10.2196
APF,2018,Brazil,1048317,20,1600605.19,89.5894
APF,2018,Brazil,1048321,41,1119094.21,62.83128
APF,2018,Brazil,1048486,4,-7747.53,0
APF,2018,Brazil,1048488,29,962352.86,74.3438
APF,2018,Brazil,1048506,13,1386210.04,73.68584
APF,2018,Brazil,1048753,33,214006.77,10.95908
APF,2018,Brazil,1053910,5,4506.65,0.9132
APF,2018,Brazil,1054006,28,424559.25,33.70864
APF,2018,Brazil,1054200,29,3058.68,0
APF,2018,Brazil,1054207,17,201509.34,26.81844
APF,2018,Brazil,1054208,16,14754.18,2.137
APF,2018,Brazil,1054556,12,144106.11,13.5158
APF,2018,Brazil,1054810,2,4785.03,1.5
APF,2018,Brazil,1054888,42,4288994.9,271.92736
APF,2018,Brazil,1055016,35,1004043.21,97.6236
APF,2018,Brazil,1057924,5,110.76,0
APF,2018,Brazil,1058225,11,148686.82,7.545
APF,2018,Brazil,1060275,37,1730485.32,138.9746
APF,2018,Brazil,1060294,4,82946.76,8.056
APF,2018,Brazil,1060305,31,4598295.78,452.1581
APF,2018,Brazil,1060510,30,-24827.61,-0.55125
APF,2018,Brazil,1060773,7,237749,19.55528
APF,2018,Brazil,1061142,2,33564.72,14.2096
APF,2018,Brazil,1061416,11,337000.74,20.72912
APF,2018,Brazil,1061469,16,164365.03,7.9306
APF,2018,Brazil,1061998,22,260563.97,29.24468
APF,2018,Brazil,1062042,18,251514.9,27.30484
APF,2018,Brazil,1062050,3,-8196.25,0
APF,2018,Brazil,1062053,13,-283.96,0
APF,2018,Brazil,1062055,14,4950.59,0
APF,2018,Brazil,1062057,26,156190.98,9.083
APF,2018,Brazil,1062074,13,-15709.31,0
APF,2018,Brazil,1062249,10,93339.56,5.2832
APF,2018,Brazil,1063168,47,8383107.04,618.63784
APF,2018,Brazil,1063639,8,-1431.46,0
APF,2018,Brazil,1064032,3,57940.7,3.8304
APF,2018,Brazil,1064264,3,14162.25,0.3492
APF,2018,Brazil,1064767,3,-187.83,0
APF,2018,Brazil,1064795,35,1441054.96,62.53848
APF,2018,Brazil,1064797,25,377599.29,17.292
APF,2018,Brazil,1064852,5,268.57,0
APF,2018,Brazil,1064856,27,475591.24,29.3154
APF,2018,Brazil,1064872,10,0,0.73866
APF,2018,Brazil,1064992,23,161768.14,7.7152
APF,2018,Brazil,1065079,23,215054.17,14.5582
APF,2018,Brazil,1065206,15,44646.39,3.171
APF,2018,Brazil,1065287,10,-558.13,0
APF,2018,Brazil,1065315,15,-855.86,0
APF,2018,Brazil,1065334,34,233640.82,29.83524
APF,2018,Brazil,1065543,22,-2277.76,0
APF,2018,Brazil,1065674,4,2019.76,0
APF,2018,Brazil,1066098,1,0,0.000116
APF,2018,Brazil,1066814,5,-223.68,0
APF,2018,Brazil,1073271,33,484357.33,28.01338
APF,2018,Brazil,1075240,29,432085.9,34.22134
APF,2018,Brazil,1075476,25,7404758.65,498.82088
APF,2018,Brazil,1075872,31,153923.23,6.79312
APF,2018,Brazil,1075944,9,258145.87,8.51872
APF,2018,Brazil,1076905,32,-307904.58,-3.12276
APF,2018,Brazil,1077511,16,549152.07,46.7132
APF,2018,Brazil,1078172,11,576.91,0.1278
APF,2018,Brazil,1078173,14,-0.95,0
APF,2018,Brazil,1079001,13,443859.35,23.99612
APF,2018,Brazil,1079076,9,128888.65,5.262
APF,2018,Brazil,1079080,7,47065.9,3.36488
APF,2018,Brazil,1079096,5,-131.28,0
APF,2018,Brazil,1079171,15,-1997.65,1.1984
APF,2018,Brazil,1079372,11,46367.12,2.592
APF,2018,Brazil,1079622,29,1162428.47,72.1588
APF,2018,Brazil,1079749,13,117128.98,11.77624
APF,2018,Brazil,1079763,4,1930.79,0
APF,2018,Brazil,1079779,6,32920.09,1.7566
APF,2018,Brazil,1079928,8,550.91,0
APF,2018,Brazil,1080051,2,15952.35,1.01404
APF,2018,Brazil,1080225,2,299082.59,12.88
APF,2018,Brazil,1080287,8,119259.33,2.88672
APF,2018,Brazil,1080296,4,181354.82,4.81896
APF,2018,Brazil,1080365,8,180860.95,16.8
APF,2018,Brazil,1080452,6,22563.42,1.16224
APF,2018,Brazil,1080660,13,294051.76,24.0892
APF,2018,Brazil,1080676,17,345241.33,17.842
APF,2018,Brazil,1080692,1,0,0
APF,2018,Brazil,1081278,11,87746.37,8.70956
APF,2018,Brazil,1081761,6,-5.11,0
APF,2018,Brazil,1082012,10,194137.18,5.42864
APF,2018,Brazil,1082019,2,537.73,0
APF,2018,Brazil,1082195,36,402257.13,24.932
APF,2018,Brazil,1082321,12,376230.58,32.9414
APF,2018,Brazil,1082372,1,45762.03,17.85
APF,2018,Brazil,1083999,50,191774.29,27.813825
APF,2018,Brazil,1084816,5,63191.48,3.816
APF,2018,Brazil,1086735,38,3754727.92,249.34308
APF,2018,Brazil,1087184,12,-10901.99,0
APF,2018,Brazil,1087953,37,790500.89,85.16128
APF,2018,Brazil,1088298,12,181366.11,14.26196
APF,2018,Brazil,1089389,11,588102.58,23.945
APF,2018,Brazil,1090174,13,253845.09,12.95068
APF,2018,Brazil,1090368,6,156422.2,15.4042
APF,2018,Brazil,1090486,25,965796.77,43.1944
APF,2018,Brazil,1090572,23,787483.2,60.948
APF,2018,Brazil,1090574,22,251407.2,21.12716
APF,2018,Brazil,1090649,5,38829.25,1.9856
APF,2018,Brazil,1090661,11,1899.3,0
APF,2018,Brazil,1090669,11,1034.5,0
APF,2018,Brazil,1091228,28,154766.78,14.862
APF,2018,Brazil,1091487,22,324927.65,21.025
APF,2018,Brazil,1091579,9,1062.29,0
APF,2018,Brazil,1091758,6,-384.9,0
APF,2018,Brazil,1091772,5,-0.31,0
APF,2018,Brazil,1091778,8,-242.49,0
APF,2018,Brazil,1091795,8,-33.02,0
APF,2018,Brazil,1091797,2,45297.77,1.95564
APF,2018,Brazil,1091799,7,240139.7,18.25552
APF,2018,Brazil,1091817,9,-377.25,0
APF,2018,Brazil,1091818,5,166428.81,10.99452
APF,2018,Brazil,1092117,4,195476.22,8.9508
APF,2018,Brazil,1092127,6,93364.25,4.65184
APF,2018,Brazil,1092296,50,1069583.69,86.41722
APF,2018,Brazil,1092297,5,-22.45,0
APF,2018,Brazil,1092419,21,216094.88,12.94
APF,2018,Brazil,1092580,9,128046.16,8.41748
APF,2018,Brazil,1092976,2,15261.07,0.37248
APF,2018,Brazil,1093288,5,2606.65,0
APF,2018,Brazil,1093758,31,488133.75,31.42356
APF,2018,Brazil,1095366,4,7315.04,0.273
APF,2018,Brazil,1095642,8,-1478.78,0
APF,2018,Brazil,1095931,18,148649.97,24.35328
APF,2018,Brazil,1096006,17,489452.49,42.628
APF,2018,Brazil,1096878,7,729495.93,48.7288
APF,2018,Brazil,1097315,44,779171.11,52.40314
APF,2018,Brazil,1097708,28,-97870.13,-2.325
APF,2018,Brazil,1098474,9,62822.04,2.838
APF,2018,Brazil,1099980,5,10535.38,0.27936
APF,2018,Brazil,1100444,4,-419.02,0
APF,2018,Brazil,1101501,4,101678.25,4.137
APF,2018,Brazil,1101552,12,2002.22,0.58208
APF,2018,Brazil,1101787,26,457358,19.2252
APF,2018,Brazil,1101993,10,4787.19,0.21
APF,2018,Brazil,1102104,10,125020.44,2.7936
APF,2018,Brazil,1102328,22,49654.6,8.37468
APF,2018,Brazil,1102409,24,202892.11,11.39772
APF,2018,Brazil,1102779,12,-887.04,0
APF,2018,Brazil,1102805,5,15797.93,1.06
APF,2018,Brazil,1103089,24,379705.68,42.27208
APF,2018,Brazil,1103466,7,-657.62,0
APF,2018,Brazil,1103510,2,86812.52,14.28648
APF,2018,Brazil,1103542,44,764238.74,49.6096
APF,2018,Brazil,1103573,4,47145.35,2.79292
APF,2018,Brazil,1103603,16,21572,1.77
APF,2018,Brazil,1104021,19,200274.7,12.1176
APF,2018,Brazil,1104213,4,154539.26,6.62664
APF,2018,Brazil,1104215,7,55084.58,1.77776
APF,2018,Brazil,1104216,8,74247.81,3.57248
APF,2018,Brazil,1104226,4,33354.35,1.25136
APF,2018,Brazil,1104570,9,657.71,0
APF,2018,Brazil,1104835,16,167979.79,10.07
APF,2018,Brazil,1104862,6,70428.36,15.95908
APF,2018,Brazil,1104872,28,487405.46,31.75736
APF,2018,Brazil,1105000,9,155830.7,7.7074
APF,2018,Brazil,1105057,3,0,0
APF,2018,Brazil,1105330,20,1151074.48,50.03224
APF,2018,Brazil,1105355,9,55802.36,8.4326
APF,2018,Brazil,1105404,4,56609.44,1.3968
APF,2018,Brazil,1105418,6,32152.25,1.0716
APF,2018,Brazil,1105432,9,151501.53,7.91384
APF,2018,Brazil,1105451,6,-118.86,0
APF,2018,Brazil,1105509,5,-80.15,0
APF,2018,Brazil,1105530,9,48774.2,3.427
APF,2018,Brazil,1105536,22,321741.19,17.0514
APF,2018,Brazil,1105605,10,115483.28,2.72376
APF,2018,Brazil,1105915,8,22919.65,6.2122
APF,2018,Brazil,1107339,2,54772.42,4.275
APF,2018,Brazil,1107587,4,151.55,0
APF,2018,Brazil,1108450,53,668593.81,51.20164
APF,2018,Brazil,1110251,58,9841288.45,627.606286
APF,2018,Brazil,1111339,17,23244.42,1.39
APF,2018,Brazil,1111479,15,113529.76,3.1584
APF,2018,Brazil,1111698,23,212803.95,26.39
APF,2018,Brazil,1111825,29,187999.72,11.22052
APF,2018,Brazil,1112700,2,78043.84,1.746
APF,2018,Brazil,1112867,44,19443640.07,1389.941132
APF,2018,Brazil,1113277,3,9932.72,0.483
APF,2018,Brazil,1114601,4,37396.8,2.784
APF,2018,Brazil,1114606,4,68294.99,3.89776
APF,2018,Brazil,1114652,5,64758.15,2.26752
APF,2018,Brazil,1114771,1,39460.25,2.772
APF,2018,Brazil,1114801,26,1349587.93,67.4358
APF,2018,Brazil,1114830,11,163833.27,7.763
APF,2018,Brazil,1115214,6,74021.9,3.843
APF,2018,Brazil,1115239,57,640950.25,41.2588
APF,2018,Brazil,1115427,20,1667.04,0.31
APF,2018,Brazil,1115504,2,5243.95,0.725
APF,2018,Brazil,1115524,28,23888.61,2.84982
APF,2018,Brazil,1115606,10,56207.67,8.27112
APF,2018,Brazil,1115684,6,-18.52,0
APF,2018,Brazil,1115748,7,65392.64,4.623
APF,2018,Brazil,1115818,15,8075.91,2.43104
APF,2018,Brazil,1115855,50,523731.71,37.69394
APF,2018,Brazil,1115869,7,538.52,0
APF,2018,Brazil,1116333,23,35395.66,3.2434
APF,2018,Brazil,1117386,10,5188.79,0
APF,2018,Brazil,1117855,25,571907.02,25.7628
APF,2018,Brazil,1117994,5,-408.97,0
APF,2018,Brazil,1122407,20,23461.06,4.488
APF,2018,Brazil,1122843,21,10571.46,1.24892
APF,2018,Brazil,1122852,10,80359.1,4.2
APF,2018,Brazil,1123288,7,263545.01,15.6078
APF,2018,Brazil,1123894,1,23666.07,0.55872
APF,2018,Brazil,1124002,36,82667.65,6.9986
APF,2018,Brazil,1124089,5,55839.34,3.43052
APF,2018,Brazil,1124090,8,34493.04,1.38032
APF,2018,Brazil,1124203,19,1994.43,0
APF,2018,Brazil,1124218,14,173900.08,8.7524
APF,2018,Brazil,1124492,9,21141.6,1.46052
APF,2018,Brazil,1124494,6,448837.22,11.64
APF,2018,Brazil,1124523,23,483443.11,21.7454
APF,2018,Brazil,1124524,6,120595.73,8.8524
APF,2018,Brazil,1124601,4,251.09,0
APF,2018,Brazil,1124645,5,34924.95,3.392
APF,2018,Brazil,1124721,4,31353.79,4.94628
APF,2018,Brazil,1124726,8,43499.99,3.87448
APF,2018,Brazil,1124756,3,440345.57,14.6578
APF,2018,Brazil,1124769,5,57476.89,3.67476
APF,2018,Brazil,1124771,1,2586.44,0.114
APF,2018,Brazil,1124890,24,1002707.53,47.11136
APF,2018,Brazil,1143613,5,-3566.11,-0.426
APF,2018,Brazil,1171022,7,157615.8,6.84
APF,2018,Brazil,1179268,8,46129.26,2.15824
APF,2018,Brazil,1183989,5,2759.35,0.1696
APF,2018,Brazil,1189984,14,-9472.68,0
APF,2018,Brazil,1201443,13,298.59,0
APF,2018,Brazil,1213988,6,95007.05,3.70988
APF,2018,Brazil,1213990,2,3105.22,0.189
APF,2018,Brazil,1217919,7,67236.21,3.366
APF,2018,Brazil,1230255,9,30618.62,1.89
APF,2018,Brazil,1230268,112,0,0.0424
APF,2018,Brazil,1230477,5,186220.85,14.8872
APF,2018,Brazil,1231865,22,92818.32,18.1939
APF,2018,Brazil,1255773,36,317058.33,30.85584
APF,2018,Brazil,1258740,1,0,0
APF,2018,Brazil,1301732,6,153345.4,9.345
APF,2018,Brazil,1323251,5,-156.27,0
APF,2018,Brazil,1323261,22,660332.93,38.0388
APF,2018,Brazil,1323263,2,0,0
APF,2018,Brazil,1323270,6,0,0
APF,2018,Brazil,1323288,28,630172.6,33.689
APF,2018,Brazil,1323347,25,1153324.38,76.72276
APF,2018,Brazil,1323375,10,8183.34,0.96456
APF,2018,Brazil,1323395,20,672742.9,32.261
APF,2018,Brazil,1323606,10,111838.38,17.4
APF,2018,Brazil,1323654,37,2123370.22,200.00396
APF,2018,Brazil,1323657,56,4251067.02,377.57946
APF,2018,Brazil,1323663,18,20915.31,0.4656
APF,2018,Brazil,1323683,22,801519.01,65.64912
APF,2018,Brazil,1323696,41,692884.94,99.38519
APF,2018,Brazil,1323704,3,53.25,0
APF,2018,Brazil,1323714,36,1362390.61,100.8754
APF,2018,Brazil,1325531,36,501925.43,54.79
APF,2018,Brazil,1344954,4,6.39,0
APF,2018,Brazil,1345258,11,33448.06,1.89
APF,2018,Brazil,1352313,22,235267.98,12.988
APF,2018,Brazil,1356572,3,85410.02,4.227
APF,2018,Brazil,1377563,19,74842.15,11.50404
APF,2018,Brazil,1380564,41,1963218.62,117.54618
APF,2018,Brazil,1382546,13,116778.03,9.4208
APF,2018,Brazil,1383070,6,86859.66,4.54012
APF,2018,Brazil,1400507,13,369110.61,28.1912
APF,2018,Brazil,1426963,4,83307.22,6.7204
APF,2018,Brazil,1438657,33,1322042.66,86.50596
APF,2018,Brazil,1439162,4,48555.75,4.558
APF,2018,Brazil,1441265,1,0,0
APF,2018,Brazil,1441309,24,213073.51,11.24664
APF,2018,Brazil,1441310,18,203206.6,10.0612
APF,2018,Brazil,1443256,7,13089.23,0.83608
APF,2018,Brazil,1446001,13,50868.08,3.81976
APF,2018,Brazil,1457428,38,258397.59,15.89436
APF,2018,Brazil,1458939,21,414932.52,29.75732
APF,2018,Brazil,1463684,5,-528610.4,0
APF,2018,Brazil,1466130,5,60779.1,1.42008
APF,2018,Brazil,1468704,16,231945.26,11.43392
APF,2018,Brazil,1478586,7,12064.59,0
APF,2018,Brazil,1485728,32,706379.57,46.92812
APF,2018,Brazil,1501633,43,401556.97,48.47148
APF,2018,Brazil,1501637,16,-66132.66,0
APF,2018,Brazil,1505235,1,2135.68,0
APF,2018,Brazil,1508452,9,891047.96,65.982
APF,2018,Brazil,1510725,53,698022.05,99.1325
APF,2018,Brazil,1510730,3,3898.32,1.7
APF,2018,Brazil,1511055,60,2956034.38,204.93622
APF,2018,Brazil,1511587,19,1766233.26,167.26232
APF,2018,Brazil,1511588,5,47531,1.31424
APF,2018,Brazil,1524256,1,77051.7,3.234
APF,2018,Brazil,1524262,5,117644.52,8.062
APF,2018,Brazil,1525985,6,22300.17,1.627
APF,2018,Brazil,1527168,10,75577.2,6.568
APF,2018,Brazil,1530003,8,26869.89,1.344
APF,2018,Brazil,1534050,6,59458.57,4.8064
APF,2018,Brazil,1536152,35,346670.3,46.84016
APF,2018,Brazil,1539448,30,1043338.18,83.33364
APF,2018,Brazil,1557327,4,34491.83,2.12
APF,2018,Brazil,1559524,40,227281.68,59.784912
APF,2018,Brazil,1566984,35,247285.36,25.5686
APF,2018,Brazil,1568994,8,93662.47,7.2132
APF,2018,Brazil,1569218,5,549.67,0
APF,2018,Brazil,1570897,45,2182129.23,160.42846
APF,2018,Brazil,1571801,10,-1386.75,0
APF,2018,Brazil,1574052,8,68846.76,4.4304
APF,2018,Brazil,1579460,4,-46.04,0
APF,2018,Brazil,1580405,31,253003.4,21.497485
APF,2018,Brazil,1590434,13,332456.89,16.71088
APF,2018,Brazil,1609373,10,86502.59,7.63
APF,2018,Brazil,1664940,8,184066.54,15.7246
APF,2018,Brazil,1683721,13,358572.36,25.085
APF,2018,Brazil,1688791,3,43405.88,1.785
APF,2018,Brazil,1689378,4,19411.82,1.05
APF,2018,Brazil,1729544,46,5615779.37,487.10044
APF,2018,Brazil,1736023,26,1045863.72,42.29852
APF,2018,Brazil,1745423,7,148197.8,8.253
APF,2018,Brazil,1754658,41,392960.33,27.3866
APF,2018,Brazil,1755314,12,39799.43,2.28364
APF,2018,Brazil,1761713,38,-91039.63,7.35571
APF,2018,Brazil,1761715,36,10590898.93,661.30031
APF,2018,Brazil,1784885,6,1680.81,0
APF,2018,Brazil,1787893,17,518132.18,56.15868
APF,2018,Brazil,1792981,39,270884.85,17.923084
APF,2018,Brazil,1793784,15,9376.94,0.69656
APF,2018,Brazil,1801820,30,597056.05,44.2291
APF,2018,Brazil,1803257,23,859847.81,67.53988
APF,2018,Brazil,1806448,52,0,0
APF,2018,Brazil,1813334,8,137413.31,5.80492
APF,2018,Brazil,1825357,27,60975.26,4.9352
APF,2018,Brazil,1827899,31,372394.4,43.4255
APF,2018,Brazil,1833072,4,-3471.57,0
APF,2018,Brazil,1837460,6,118443.26,76.05
APF,2018,Brazil,1838300,8,7659.48,1.8942
APF,2018,Brazil,1846768,13,131268.69,6.0954
APF,2018,Brazil,1847217,8,8132.76,0.42
APF,2018,Brazil,1861590,10,155.46,0
APF,2018,Brazil,1869866,4,2783.61,0.168
APF,2018,Brazil,1883230,35,1101836.55,98.4006
APF,2018,Brazil,1885722,38,2727568,194.94966
APF,2018,Brazil,1896018,46,394360.41,37.6195
APF,2018,Brazil,1902942,28,1178672.13,72.407
APF,2018,Brazil,1918935,1,68922.61,0.9
APF,2018,Brazil,1924230,15,830.49,0
APF,2018,Brazil,1924231,7,94.61,0
APF,2018,Brazil,1925394,30,86055.1,7.6472
APF,2018,Brazil,1926468,27,423009.91,33.50764
APF,2018,Brazil,1940322,21,240195.31,10.6056
APF,2018,Brazil,1940324,16,579901.72,63.27008
APF,2018,Brazil,1941776,7,94940.92,2.4444
APF,2018,Brazil,1943109,5,602758.56,28.2918
APF,2018,Brazil,1947706,3,154566.46,10.584
APF,2018,Brazil,1950685,11,47803.4,2.83192
APF,2018,Brazil,1952201,13,39812.1,5.40468
